minute,requests,active_functions,active_pods,avg_cpu,avg_memory
43675,1034083,506,2608,0.18920510640628735,247.0041099082893
43676,1021564,513,2628,0.18910296379563749,248.69644579818805
43677,1036539,504,2607,0.1849215049061837,251.50505741458312
43678,1033813,485,2547,0.18311454223243803,247.81014454638378
43679,1063000,497,2495,0.18026208774218358,257.2042601461127
43680,1068557,565,2779,0.18384137546986856,238.29898271999187
43681,1077980,532,2714,0.18114111941125244,251.7512109606525
43682,1011665,539,2668,0.18613357383320497,273.358549042673
43683,1062935,578,2706,0.1808471644051095,264.81849673482543
43684,1008311,558,2639,0.18790047048177203,260.0139794850206
43685,1034030,527,2600,0.18520589467612297,266.5927107298707
43686,1114369,552,2647,0.1754798454882965,255.48891960955373
43687,1025494,532,2611,0.1879182184712315,257.5285257926564
43688,905311,510,2563,0.20900343852326742,280.20409594462234
43689,881890,527,2574,0.2213167636201062,277.9614456805745
43690,852830,512,2568,0.2264639058052971,280.805150337525
43691,829431,499,2570,0.23040153718385115,277.93941472839197
43692,825396,510,2605,0.22727876892909557,280.70299002549
43693,949385,507,2571,0.20564907409316205,272.8645445103096
43694,918474,493,2558,0.2111519586324012,262.38747320733376
43695,889224,518,2641,0.22334752907921465,257.39141958700986
43696,884025,513,2696,0.22493911236552158,261.9266138272073
43697,824687,493,2675,0.22960462430585396,273.74304659527036
43698,809919,500,2598,0.23374717367778325,275.01116594962224
43699,805483,488,2533,0.23239746276573445,266.17750298870243
43700,800765,509,2552,0.2351365589891374,270.05733284461525
43701,819161,512,2588,0.23033101167651007,280.5115503226255
43702,861178,510,2597,0.2237368809258138,277.3626990957971
43703,843324,515,2574,0.22855667232752533,280.3574555808054
43704,811794,535,2622,0.23222238464307282,278.1487230646945
43705,819796,521,2583,0.23033693440919709,272.9557058406386
43706,866059,510,2595,0.22340651674415998,262.55996766729334
43707,847728,515,2583,0.2263146338671546,257.55606457079585
43708,827275,491,2541,0.23392858567698388,278.11398240345903
43709,833626,481,2511,0.23287781283445513,258.4768285651272
43710,918993,523,2709,0.22048089878806687,259.22103244951745
43711,962414,524,2734,0.21170693307553656,250.1299975357093
43712,1318900,539,2729,0.1538359303161255,251.6463797850054
43713,1273508,551,2716,0.1543864227330621,252.96426471461933
43714,1279132,529,2624,0.1529471032363662,251.64362305217568
43715,1291195,547,2665,0.1519442301038597,254.18724513122112
43716,1343870,547,2699,0.14819197756996658,249.4702693440127
43717,1329741,505,2594,0.14840232182202825,252.43867359812245
43718,1423662,497,2615,0.14307966936109132,252.13838991919806
43719,1374261,524,2586,0.14670582501427465,249.33687693220526
43720,1252520,529,2619,0.15719547915158766,259.3972159186287
43721,1285167,503,2556,0.15307040032537733,246.02951943458368
43722,1315678,510,2620,0.15145119509100735,247.55093733173803
43723,1313679,521,2600,0.15087688524588902,259.4592690451663
43724,1287581,521,2631,0.15236914629987514,251.41572267908364
43725,1484425,528,2686,0.14132818835639827,237.77020020090865
43726,1395424,508,2725,0.149215299806325,239.38814712935977
43727,1329398,496,2660,0.1481937172749891,248.02304918029415
43728,1316156,498,2681,0.15018356322118423,252.5115327171386
43729,1473864,495,2621,0.13863068640660328,240.79503892267968
43730,1361591,493,2608,0.14837728728226693,247.99948824062594
43731,1051786,510,2626,0.18583560792874623,263.5453688996393
43732,1043265,503,2610,0.18584760799791394,269.0623885301792
43733,1053859,499,2592,0.1824340751722365,267.1826894861509
43734,1031267,508,2639,0.1845759959437655,262.57794965148713
43735,1021768,503,2609,0.18610238110602464,263.7035387825974
43736,1039522,503,2645,0.1856629114698299,265.8374059072547
43737,1040961,506,2618,0.18146794380283499,269.6013445550574
43738,1050173,486,2618,0.17828068292460728,257.3095764130211
43739,1018585,495,2533,0.18378054717076886,256.4594716845647
43740,1085217,547,2758,0.18387386880129084,250.20102539449042
43741,1093027,527,2761,0.18173088059301662,256.26605789780837
43742,1055168,531,2716,0.18237697557446617,267.9186127420547
43743,1105388,563,2700,0.18017467346211566,264.5608856565001
43744,1042594,548,2693,0.18585877318490573,269.2199185429407
43745,1026687,525,2611,0.18816401816223752,265.6674821595343
43746,811526,546,2686,0.23362838215650814,280.5034626720247
43747,652882,520,2555,0.28745038946692436,287.48638114025374
43748,631906,505,2571,0.29427189566001594,300.16787318388833
43749,722081,513,2543,0.2628182053522252,281.8745100094482
43750,740826,513,2549,0.2586794194506437,279.2626626912285
43751,732865,497,2558,0.26304738777667347,285.0294013676959
43752,709902,508,2549,0.2690809306833099,285.3349434680075
43753,655324,509,2548,0.2906100468240811,280.13626872029994
43754,643569,493,2513,0.29371550980849737,302.28457053638516
43755,744583,511,2637,0.2688110822500118,264.3146562697532
43756,698332,514,2669,0.283128180679017,255.60566861378715
43757,649216,493,2652,0.2904875948435199,293.12447293923026
43758,627231,496,2593,0.29858918156937914,300.9094157310128
43759,653961,482,2541,0.2892312272321123,281.497129584273
43760,630847,506,2532,0.29410356851968195,275.8920195926708
43761,744585,516,2582,0.2530334486082002,268.1560128326182
43762,626818,516,2565,0.29356674742578454,284.91725458109784
43763,698444,511,2556,0.26952054197463704,287.46001045277944
43764,623496,540,2630,0.2939256690996194,295.6147534326067
43765,647744,519,2580,0.28963680244501105,284.34631587047545
43766,635763,497,2556,0.2917888496467016,284.51759991507896
43767,703053,501,2559,0.26628727886224973,270.85021442089015
43768,643974,490,2519,0.28294622089083105,298.580609777471
43769,629491,481,2526,0.2885121701294155,300.1570545315873
43770,678605,535,2647,0.2766416098200421,268.54541933411525
43771,716387,494,2647,0.26584391663296436,256.79291858603625
43772,631676,531,2665,0.28867374381005145,296.4745944902704
43773,622751,543,2613,0.29469946169485056,297.4097680618159
43774,625545,530,2566,0.29357422292389385,305.4011944860865
43775,654105,539,2588,0.28296544690520853,277.4181994713749
43776,666060,542,2576,0.27659346849222266,283.31275905473393
43777,675981,516,2548,0.2766575765871042,295.28170779341525
43778,630457,498,2505,0.28811475437652173,297.92996127942695
43779,611017,528,2554,0.29614920975346315,303.85983676514394
43780,653929,524,2543,0.2802486919741014,280.4430868610873
43781,621390,507,2516,0.28780694101279986,280.9468849801152
43782,644975,528,2529,0.2800911811867696,304.510450379379
43783,652603,510,2486,0.28317591198773645,289.6518049390822
43784,651480,520,2537,0.27695468845080745,294.31700583172847
43785,724762,514,2600,0.2639486733492294,267.3653329490756
43786,715026,507,2628,0.26643860936235847,253.40704920322233
43787,691887,493,2588,0.2702892981208336,257.01487166229765
43788,654621,499,2565,0.2762683962215384,279.25966914110126
43789,714500,500,2551,0.25393456553662686,267.16480058534506
43790,688529,493,2542,0.26877070869626984,269.4917825892606
43791,639873,501,2545,0.2896642875366477,276.29645701998123
43792,639299,497,2535,0.2877307709349376,293.29980952828384
43793,621995,495,2484,0.2930252866308137,305.2696112004071
43794,622548,498,2513,0.2904301889090388,294.32030479486315
43795,623684,512,2529,0.29189177471918265,291.4549493047187
43796,620453,498,2514,0.29186069129159714,299.70530193757116
43797,638292,499,2511,0.2850062721183088,299.84095044249307
43798,611666,476,2415,0.2916442957054156,302.66308951923776
43799,665647,486,2477,0.27566011282849023,282.1649975183754
43800,670383,558,2684,0.2791791548128956,274.9517240269759
43801,682443,502,2651,0.27145815303981763,284.0778956114595
43802,610008,522,2560,0.29482659510031173,286.7302357563645
43803,595421,547,2550,0.29968414642572205,301.1389500348983
43804,639993,541,2547,0.2828111643751234,288.59890933153883
43805,690300,526,2545,0.26355926752419934,267.9220075227313
43806,599348,551,2577,0.29635583424976675,291.48351477244114
43807,605281,517,2533,0.29213485568018904,304.12856084045626
43808,594387,521,2526,0.2983044983603818,298.90886761093645
43809,613021,514,2562,0.28642072031128485,300.00442112439094
43810,617345,510,2577,0.28701584367562877,286.7839475477589
43811,662462,488,2516,0.273556676313462,279.3854164966913
43812,600804,513,2550,0.2923795007622145,305.14914616980286
43813,677530,498,2516,0.26054658982180934,291.4269483799259
43814,687538,487,2479,0.2566731222856482,293.4987595241427
43815,662469,504,2606,0.2734525191049638,286.8845125422994
43816,634483,499,2609,0.2836546314368614,266.19269939994103
43817,620283,485,2594,0.28214183283751126,296.53257655537874
43818,581604,473,2504,0.29304752406092877,293.32311309530957
43819,655410,480,2502,0.26996727206322,276.47142483614317
43820,587129,502,2511,0.29061004085293723,291.88292002523076
43821,568542,494,2490,0.29781191002768626,274.3736588348004
43822,580396,491,2482,0.2892057268467673,301.9596201261226
43823,661503,507,2461,0.2655798333975009,284.3055519553634
43824,638127,524,2468,0.2631199586226495,292.4980000752809
43825,601713,513,2508,0.28009705791789014,291.9934765817363
43826,585622,496,2468,0.2851114298232623,316.08305615893966
43827,713276,486,2471,0.24651016214899063,285.3510000195823
43828,570477,473,2437,0.289979432639674,298.6169857863619
43829,656349,477,2438,0.26538752966326695,293.8429492201675
43830,622169,522,2645,0.280041661458433,278.65596671113036
43831,766488,507,2624,0.24099636993790063,251.67227817874925
43832,549649,523,2621,0.2967323362618091,296.9938575578481
43833,571604,536,2558,0.28623890842779737,307.3310745631041
43834,583490,529,2580,0.27758853099625064,283.9679995460897
43835,634898,517,2543,0.25869257684543656,264.0608548911855
43836,559025,535,2587,0.28864496844146764,285.42049384669986
43837,545903,497,2511,0.2917656767483796,314.823250213685
43838,532086,476,2484,0.29561803505640366,321.41482507531845
43839,580694,515,2477,0.27462538264388076,304.90594051031786
43840,556450,516,2555,0.2851708600125462,309.74281881690445
43841,618969,503,2520,0.2624427830828002,283.4281324308972
43842,529073,508,2516,0.2922091150389111,305.64750529190076
43843,603344,512,2654,0.2599899743462839,290.3344372838745
43844,568953,501,2484,0.27025191027372997,301.9455968945635
43845,579177,512,2592,0.2783767096413816,281.787700264419
43846,573410,493,2591,0.27905451790336944,271.27410562926065
43847,542459,491,2586,0.28811685162004813,297.378708697714
43848,551624,489,2561,0.28185650350776004,309.5296259770807
43849,535593,481,2481,0.28110807294713125,312.4606310897119
43850,521321,492,2542,0.2916292654793339,312.4283900932335
43851,577300,495,2530,0.26772117835085335,297.39891049221694
43852,509405,487,2523,0.29648670435303437,303.4725540913793
43853,558748,492,2502,0.27211520707541265,306.5385706217912
43854,503668,502,2507,0.29786784419298873,329.16737792789263
43855,641001,487,2475,0.25236722350982144,284.5906127815297
43856,509019,487,2509,0.2896979907331756,287.31563293994054
43857,633761,485,2502,0.25133114934178297,277.13377574466233
43858,508414,464,2461,0.29160036966917513,308.7986903185185
43859,594666,473,2495,0.25724557716095586,289.5918184387091
43860,572142,539,2641,0.2714497149414143,277.88118499621856
43861,596624,510,2621,0.25762588875733844,280.2503828865451
43862,524185,518,2554,0.2785883838472483,314.1251843372078
43863,496375,536,2525,0.29141114161868364,323.5065313135578
43864,520362,543,2535,0.28304205320137416,316.85260770153667
43865,499348,519,2516,0.2961527710414148,294.70158581322926
43866,515509,535,2480,0.28551787624258745,318.6905847193058
43867,489080,513,2517,0.2957464266807175,313.30642852209303
43868,493192,493,2467,0.2936147608475978,308.8607117397548
43869,523774,520,2520,0.2754186551222818,299.78794963800146
43870,518904,503,2507,0.28162003732679686,297.6201967195405
43871,530432,498,2489,0.27613293648942444,289.6923661853494
43872,493321,506,2492,0.29144718409513387,313.88367779335135
43873,598877,495,2512,0.25477190552980705,294.62743165302896
43874,508452,480,2457,0.28135884640635395,290.51032525195075
43875,544775,496,2553,0.27647358989297766,283.7339679555443
43876,584749,488,2596,0.2565717092530201,285.8171987938859
43877,546892,483,2557,0.2663783066967571,274.9931439849291
43878,516917,484,2420,0.27703390925427257,306.421218072603
43879,470383,481,2416,0.29735188475143803,319.3836345616412
43880,524203,503,2442,0.2737166713048548,293.6260317215833
43881,490298,501,2475,0.28896022991324677,297.36789128260153
43882,457163,486,2423,0.30214410631875865,329.48874239892206
43883,498776,499,2437,0.28200337931052927,293.1378555253325
43884,504798,506,2421,0.2775654049481351,307.6480468204967
43885,477274,509,2477,0.2932827500952525,296.5014954139076
43886,491913,498,2457,0.28431796701032497,308.4645721478062
43887,542148,507,2476,0.2673717186137213,303.07566594089974
43888,477837,487,2450,0.2933431264237837,302.1286776197434
43889,614207,480,2432,0.24427658981903422,285.1336544143864
43890,541203,531,2626,0.2719822924226437,271.29758497122043
43891,568150,506,2613,0.2634579529948179,285.4146553253105
43892,476419,535,2617,0.2913638618170351,313.09464278497455
43893,467296,540,2569,0.2943310848713006,327.8173898428484
43894,471079,512,2530,0.29411840031926906,273.17393792891755
43895,579327,515,2504,0.25223836924737897,285.9980331102814
43896,486665,534,2534,0.28449518328416507,316.818130448433
43897,477425,482,2466,0.28735951416035443,302.3296750183306
43898,474099,487,2456,0.2900551985766736,346.4776769677315
43899,460951,513,2449,0.2934661014727193,297.7041676364353
43900,539938,507,2457,0.2590078887056548,307.1938210549052
43901,458699,489,2426,0.2950662053351235,290.6121834836281
43902,476233,507,2455,0.28451913920076655,318.79716885967485
43903,486240,503,2450,0.2790702342629393,319.2647870904615
43904,487251,510,2461,0.27790856991367585,316.1085471847291
43905,552449,512,2520,0.26265027560192844,243.149048632235
43906,527757,499,2564,0.27415500036755913,273.201522827619
43907,510219,484,2540,0.27251501931907074,291.13355079441357
43908,535506,490,2454,0.2595224417765427,285.3599745812082
43909,477655,482,2466,0.28483041153134625,276.74896433739747
43910,463669,500,2509,0.29622609269543393,304.98343817642257
43911,479530,507,2507,0.287285981855166,272.7939530455559
43912,504144,504,2505,0.27300660541628086,306.6179541429323
43913,498592,499,2490,0.2760523104722088,308.62245284454343
43914,470832,509,2480,0.2890143592066494,312.13765449535003
43915,464634,490,2500,0.29014346008041675,283.89498727503536
43916,477922,484,2463,0.2831265269081615,305.68173569387085
43917,489433,493,2473,0.27880531214690346,318.29307303140905
43918,462200,479,2453,0.29352930014497747,292.3148829004219
43919,473286,471,2396,0.2872747533922633,311.4268685404292
43920,530125,553,2669,0.27046082689361245,286.6598784388975
43921,528302,526,2639,0.26657868426008874,275.20274054771767
43922,460895,528,2568,0.29343432905111233,296.3551510731994
43923,488360,555,2554,0.28078328077443077,272.7392395907898
43924,464379,549,2558,0.2918220761533571,293.99491132431405
43925,472005,514,2479,0.29121975084796353,295.27155726361144
43926,480673,545,2535,0.28687853940829644,315.0402110437004
43927,469800,519,2494,0.29330339940824024,275.19393576029404
43928,464258,496,2457,0.2952697193930323,305.26347210369187
43929,511673,518,2501,0.2743001787938804,274.3387218960256
43930,495480,504,2518,0.2771758253956214,275.17062023042155
43931,460897,500,2488,0.29563153238136786,303.5872097077434
43932,466572,509,2491,0.2898659762136841,299.441470450394
43933,468004,512,2485,0.28826528894415726,273.27203391263504
43934,479704,494,2474,0.2797625822486265,303.93208519356483
43935,517494,516,2538,0.27376682685210685,287.37373774311277
43936,523178,503,2573,0.269249549816728,284.1092791552367
43937,488625,481,2517,0.27904736154103293,306.50398883811556
43938,470139,483,2495,0.2817451607800565,281.6447938729275
43939,473690,479,2448,0.2778382608900722,289.4014568134945
43940,441573,507,2472,0.29689190705955243,309.6784803514768
43941,447957,508,2461,0.2959540649951315,328.78278377018484
43942,446648,497,2421,0.2951621516115912,304.3655639496758
43943,462389,500,2402,0.2836256960307777,277.6687744248896
43944,442791,515,2454,0.29834646491680034,302.05075410548795
43945,474150,504,2438,0.2811078212042932,292.9882089431101
43946,492055,499,2429,0.2712587756206503,318.8915751824212
43947,475216,489,2420,0.2767994763686572,276.21143914694636
43948,437465,483,2426,0.29675830782580903,303.9891184188289
43949,444711,484,2435,0.28678158871714565,318.21388414447847
43950,506222,535,2640,0.2690135610661321,285.96129804533376
43951,583436,491,2549,0.23655830679631823,287.4163730289689
43952,464094,517,2611,0.27384769261614356,274.32341532232084
43953,429275,515,2566,0.2871517228560223,318.32729331432046
43954,433316,515,2530,0.28379730187439095,322.0767116613854
43955,442233,528,2496,0.28122108282741753,298.11390954599835
43956,441665,541,2543,0.28043304170586225,310.68046525465184
43957,438675,523,2521,0.28060423193709766,301.15551263747415
43958,425264,487,2455,0.28618766104353316,340.0812607918517
43959,421488,513,2474,0.28530774471873765,325.2631536551176
43960,439768,523,2485,0.27715720403490096,331.3749070724473
43961,424059,520,2436,0.2884445664282865,342.3310532840797
43962,484224,518,2450,0.2566232558257605,322.2394299487095
43963,423333,511,2454,0.2871634231657192,307.4342580557577
43964,453965,516,2462,0.2666518079742282,319.77361704222625
43965,467446,520,2533,0.27216081054072516,262.44934540022297
43966,474159,491,2554,0.268433355216333,260.19089546363284
43967,427037,486,2528,0.2859395546287605,279.57253784242005
43968,433297,493,2511,0.2775549334867781,297.83980655337103
43969,477682,489,2486,0.25701217751353933,304.5349174619062
43970,417508,489,2500,0.28736942538351573,279.15107919882644
43971,445682,495,2491,0.27523382403149693,301.7160680539065
43972,423975,494,2501,0.2815795906480864,280.79311909090546
43973,441491,496,2449,0.26814920286941235,289.78125648054936
43974,412235,492,2469,0.28676842360794425,325.9246405949091
43975,406161,482,2465,0.288140983597623,343.76733294057334
43976,409129,494,2478,0.2859822706970666,340.62140707024616
43977,443936,485,2455,0.26463638798389133,324.0965339323171
43978,411440,477,2420,0.2805621865861741,310.1203365828919
43979,398830,480,2397,0.28618130764491,291.93158927619714
43980,482935,589,2659,0.2603119317362046,252.37060466214697
43981,544255,520,2565,0.23637402889458703,250.04800385070982
43982,402664,522,2491,0.28630751113836644,311.37865690684345
43983,387444,528,2461,0.292384781674302,339.1558236835082
43984,394743,568,2486,0.2883873343036335,323.8868570866964
43985,420808,536,2426,0.27650950424663323,319.36391505506947
43986,409298,551,2471,0.2793399237255453,299.4411289984673
43987,402224,522,2429,0.28345094189311965,305.1343228674648
43988,397650,513,2448,0.2867898252936497,307.1127392241893
43989,420000,507,2422,0.27426936582147327,331.04467058716006
43990,414658,500,2445,0.2743277431305266,298.4264792485812
43991,397316,498,2416,0.28170560394250777,299.7353956398591
43992,398575,501,2416,0.2843061006711891,288.00033404724786
43993,495626,490,2384,0.245587688757288,281.8719693857292
43994,406209,482,2390,0.2749279817360516,286.3660832577239
43995,454237,503,2467,0.26492516549294626,298.51359683314286
43996,453010,498,2527,0.2634130164235221,291.3498051133216
43997,452345,485,2436,0.25034018825678955,276.2214122342988
43998,408810,478,2392,0.2733417605514002,318.39077290443424
43999,374726,474,2349,0.29290599210895407,345.9679288870227
44000,377837,506,2415,0.28941226485764665,329.22725289869425
44001,392527,506,2377,0.2817723907578855,329.59764157844734
44002,409979,496,2381,0.27213572111503787,334.7580455595983
44003,383020,497,2368,0.2892639933319989,337.42006755417395
44004,381858,531,2430,0.28410412082245157,321.3829903200502
44005,459924,509,2385,0.2532989963624877,272.9608655424431
44006,415117,487,2366,0.2683260663644655,299.1147983466128
44007,373972,504,2391,0.2884949450627872,363.4997328545362
44008,375990,483,2364,0.28776939330040213,346.45069001344683
44009,371649,477,2329,0.28773931732903457,310.58197302075274
44010,435639,527,2542,0.269375428650847,287.53027162700437
44011,475827,517,2543,0.24778083077677598,269.23758892310093
44012,397396,537,2539,0.28217363772414017,309.62635418812386
44013,381816,543,2531,0.2917808966832769,337.9212198424997
44014,376205,511,2448,0.286307392044282,300.4930488801566
44015,389146,518,2409,0.2784438107625902,290.2706317196949
44016,381287,541,2492,0.2843012693116256,294.0437559282971
44017,382572,481,2413,0.2809756049528417,291.1651459582112
44018,363497,477,2378,0.2914803817996258,312.32889856019267
44019,385332,523,2435,0.2784731327271469,358.46632264303594
44020,362092,527,2443,0.2927741779575933,323.664548804355
44021,352148,503,2387,0.2934730339914468,298.4289759842689
44022,361533,523,2434,0.2874899935303892,296.50553470926326
44023,365286,506,2384,0.28765474964006965,296.16062740912247
44024,427646,511,2414,0.251796330083813,277.647455580458
44025,453409,513,2458,0.2524562544943346,292.8238570598069
44026,425343,488,2476,0.2662679274327372,290.5229556061319
44027,474422,478,2394,0.23641685774483848,272.5444193623185
44028,430036,499,2425,0.24930720963365594,270.68840164823683
44029,357960,481,2363,0.2876396440636393,294.08697483147495
44030,366672,481,2369,0.28188887581002997,301.9040376988689
44031,355017,493,2390,0.2904470498399285,349.2921039661354
44032,372811,486,2352,0.2770326934533081,321.8697194866321
44033,362732,493,2339,0.28357822119917836,299.40106580427266
44034,355351,491,2355,0.2861211186039098,350.0635136463714
44035,354199,488,2331,0.28538527978344835,302.71435187049855
44036,352101,477,2316,0.2905422262618351,315.1921882752299
44037,416163,495,2368,0.24852511230459842,282.6371479268052
44038,341099,472,2315,0.29479312436863936,302.9802180470437
44039,342737,479,2268,0.29073202292142014,353.77127165863567
44040,468357,554,2568,0.2727563584595284,285.9371227597335
44041,445623,512,2512,0.25599183376535656,292.6322736854566
44042,409647,521,2434,0.2567827873657493,294.7634955950688
44043,350316,556,2423,0.2963776273936099,329.9720860929431
44044,383266,545,2413,0.28927516460634256,297.28292286328997
44045,369462,512,2335,0.2762808260606465,337.7059584188804
44046,370852,539,2400,0.27440462944791616,288.0547594048784
44047,433925,501,2346,0.25094619305874655,268.74697266553477
44048,363272,488,2337,0.281020439304487,334.0217195514493
44049,368684,503,2339,0.27427064108564525,333.9221373250311
44050,359167,493,2341,0.2809904489806085,344.4798399027619
44051,371204,480,2251,0.2718567549245761,301.5746879504478
44052,367721,508,2341,0.27711196395914767,306.8918374427848
44053,383582,491,2292,0.27165759989785393,346.4536951720505
44054,354978,486,2295,0.28970222888184455,339.36107634472336
44055,469439,494,2363,0.24991620533235956,265.64316698039215
44056,430108,483,2353,0.26364684703381946,298.7956084916596
44057,407396,466,2342,0.2610533428384633,293.4142665188672
44058,379919,482,2306,0.2750228566352803,327.14534878907375
44059,333446,468,2232,0.3052109307174704,337.06723025392614
44060,346952,499,2264,0.2965900900903275,355.73210083458576
44061,367675,494,2253,0.28152725815467705,354.86232923674555
44062,362351,490,2225,0.28082126702842686,350.1670204621477
44063,380820,501,2290,0.2703207458826167,354.14656207522944
44064,449989,508,2270,0.2352573084986956,323.29191276773867
44065,544336,496,2251,0.21705807408661337,288.512154346991
44066,512597,478,2216,0.21074843072435995,281.58572303805977
44067,479408,500,2213,0.22291591868933933,280.5479953702459
44068,359908,480,2258,0.28007730423890864,356.8398542302423
44069,449303,480,2229,0.24182754286977304,312.85843226156334
44070,428775,512,2369,0.2611329363815951,287.8055294068914
44071,609681,489,2368,0.20321206821439547,257.6182245717489
44072,410456,510,2380,0.2573503252967841,312.0428176759431
44073,536504,542,2368,0.21944736519209207,263.59005237669453
44074,352694,510,2282,0.28460219642242707,324.5173046651755
44075,394543,507,2290,0.25927610667535017,355.7107022075454
44076,360676,534,2259,0.27739211107480366,365.76806640827823
44077,349441,493,2240,0.28533974873587276,340.787160012508
44078,431921,475,2196,0.23581767180575386,314.3564291497039
44079,353032,512,2205,0.2801531466609747,385.6066669305013
44080,337884,509,2199,0.2915224919173841,356.23200541523335
44081,372054,484,2191,0.26721767736139,367.3464121347763
44082,345089,487,2186,0.283184210169019,386.77784745810584
44083,366784,491,2195,0.2698372863811166,343.40246798144136
44084,337788,490,2163,0.29016271403073857,379.3549706543687
44085,438470,501,2251,0.25117807773169143,289.73340073405967
44086,393165,491,2290,0.2714101842127596,315.35173001091175
44087,386359,482,2243,0.2624157926695529,309.87196947473956
44088,348994,484,2174,0.2785635936893289,351.04564401112503
44089,317049,473,2180,0.30125143187966835,377.32275773764707
44090,327981,474,2194,0.29345706495197366,365.5002498672171
44091,362464,499,2190,0.27116045716269194,331.1514412128246
44092,419221,486,2196,0.2403256207776192,333.9265991780518
44093,347005,491,2176,0.277925494834416,349.7129100976158
44094,343046,498,2214,0.282507065221601,351.1945760878783
44095,450264,493,2194,0.22611349498740613,285.9070040539735
44096,402166,489,2194,0.24906811586761488,298.26890414596954
44097,445007,477,2145,0.22769707416739843,311.18393581654976
44098,351450,456,2097,0.27722335259643044,310.99561293866236
44099,384780,458,2033,0.2624391778497225,338.68240020623335
44100,435274,528,2315,0.2557258914592037,335.56251369865913
44101,410077,491,2251,0.26164717007298904,285.40127613850115
44102,322939,502,2202,0.30102004174785874,361.13187538911717
44103,365272,519,2168,0.2767220947431269,368.1796252695689
44104,360511,550,2174,0.2785404014080447,362.84089188762056
44105,399957,527,2165,0.25615093194271626,290.4203220248656
44106,375927,524,2181,0.2620061097474083,321.9678817417097
44107,361657,514,2150,0.2721240295888477,322.0575344494134
44108,352336,495,2128,0.2803521057428451,367.91691924828586
44109,380853,503,2120,0.26041895583339986,387.60547715133464
44110,394757,494,2134,0.2544601244943328,311.6547081595774
44111,481006,487,2108,0.22745878074082224,297.5571209946725
44112,401224,494,2127,0.2519089818879493,308.5843437719444
44113,421620,482,2097,0.2472823414093549,298.1614248599108
44114,340206,474,2102,0.28604575563337004,356.7038264236542
44115,446261,485,2169,0.24687289967532897,289.8327066750581
44116,412178,484,2196,0.2585671524948249,302.05905365986274
44117,429184,462,2147,0.24381912336902364,332.25738323815824
44118,336087,467,2102,0.28888419250079655,360.5159852144597
44119,374994,477,2050,0.2677869403644224,322.58062727410316
44120,406987,488,2090,0.24188497023250471,331.01942818249717
44121,467221,494,2075,0.22643739578917774,301.3816493016668
44122,329326,485,2039,0.2868907665748127,345.83060017428755
44123,341936,485,2023,0.27919322825621334,365.52278943143557
44124,365794,513,2099,0.2666912099324018,355.5985971999585
44125,433661,499,2067,0.23640369987389942,294.46138828676266
44126,352017,479,2042,0.27197283959017865,349.9492577703298
44127,369943,488,2045,0.26083446152519124,394.59684823180004
44128,404647,460,2002,0.24063245400313066,309.7876780263615
44129,424109,457,1960,0.23798240593811565,342.05574332518273
44130,449483,515,2186,0.2380477144697537,296.29334702433357
44131,512239,471,2136,0.22142670193994263,300.899824682155
44132,425475,504,2182,0.23343888501558407,321.09738667489876
44133,496071,514,2127,0.2136177785196313,316.99884811414637
44134,358459,517,2154,0.2690319583020817,408.6586586398466
44135,390384,514,2086,0.25270246638184585,401.18990842593513
44136,398204,534,2114,0.24802141321785226,380.7383118644109
44137,446384,489,2060,0.22985250003808944,351.5924488275923
44138,397583,459,2017,0.24011457840755637,399.30470248856324
44139,453496,494,2005,0.22355331532803,361.89621911998313
44140,318494,510,2019,0.2881088510364787,453.21108626582225
44141,433219,497,1967,0.23439032043378016,354.70657884607857
44142,353754,500,1996,0.26493107459424137,387.7827518446387
44143,393264,487,1959,0.24515292948502326,392.1905146814732
44144,323038,489,1959,0.28091803337689364,429.04816279825883
44145,551371,493,2055,0.20605194153484002,275.44344790633426
44146,432961,473,2062,0.23287939157569457,331.8501599419872
44147,641825,468,1989,0.16997009722745557,292.06090854836697
44148,465575,483,2025,0.20849733891210762,323.2629484231828
44149,342090,470,1988,0.2718650229881401,360.0925894706888
44150,322667,471,1997,0.2831123944500123,390.5684591725465
44151,429712,490,2011,0.23113265051944976,342.0923020758162
44152,394675,474,1986,0.24080344354216807,364.5841704049778
44153,507703,475,1974,0.2065793627416271,360.79025981560204
44154,349364,481,1981,0.25955491874094316,422.90413433900153
44155,446011,473,1977,0.21326668583064795,352.6570034554328
44156,379869,476,1973,0.23870146700049732,330.61034809874735
44157,602516,468,1967,0.17814340251215047,227.91831885898984
44158,436157,451,1888,0.215648093723148,251.7906219061548
44159,422474,458,1845,0.23086445447059237,259.07644778640844
44160,416638,564,2191,0.24631275923468193,236.31001965618597
44161,471879,511,2068,0.22201862763124397,241.5638455483331
44162,442840,511,1995,0.22014224100129662,263.39761592224323
44163,507660,535,1954,0.20168022511721836,249.05801888233802
44164,360306,542,1990,0.2553585716807349,297.1753047155898
44165,508750,524,1927,0.20225994614056672,285.00430996394005
44166,395470,543,1993,0.23533765038561916,257.93965375453377
44167,518214,520,1920,0.20234191830788115,235.99570479345627
44168,368714,483,1900,0.2488023740460442,304.36272811713013
44169,492917,506,1925,0.20875341834224195,305.75070349664793
44170,454227,487,1900,0.21149373734721072,287.11216267058893
44171,783149,474,1864,0.1458581166827985,285.35365353679765
44172,632680,482,1872,0.16280819622717865,228.14859926116787
