funcName,invocations,pods,users,avg_cpu,avg_memory,avg_runtime,category
642,1716,135,6,0.13264677622377588,27.60522730011691,0.020768464452214468,Hot
1220,1711,294,2,0.12243749444769127,30.19165736469914,0.036504849210987726,Hot
1634,1701,7,2,0.07173309994121092,31.10199193474426,0.001192734861845973,Hot
1802,1700,6,1,0.07463405823529402,30.85468978999999,0.0011950852941176458,Hot
1431,1680,242,2,0.13057354464285706,34.30364811309535,0.2370715059523808,Hot
1596,1670,74,2,0.11210965688622758,33.99302275209548,0.20667943652694606,Hot
449,1650,335,2,0.06655307999999997,20.902201692727267,0.1841414018181817,Hot
2080,1636,196,3,0.10486882946210273,37.17796145415654,3.553668427872865,Hot
81,1630,103,3,0.1442114907975462,286.99534615460135,0.052062103067484655,Hot
335,1612,102,4,0.2750202239454128,26.61805259429275,0.0240281253101737,Hot
2212,1607,168,2,0.15202273055382612,49.90479883198507,0.02128658867454885,Hot
2197,1601,101,2,0.15080523672704466,119.5386892136166,0.007250936289818858,Hot
22,1596,157,3,0.03924065914786968,44.61971090726816,27.10126980388473,Hot
1402,1593,147,3,0.3354456120527307,76.71308063276841,0.27658121468926533,Hot
2068,1584,73,2,0.10710925694444444,34.32637169444393,0.18784009154040407,Hot
1400,1566,10,2,0.2678675504470015,46.24599894891446,0.05994024010217109,Hot
481,1563,74,4,0.13838529174664105,34.09949413627619,0.19997896609085117,Hot
2005,1558,119,2,0.08596446919127082,57.353415193838345,1.0359940192554569,Hot
395,1556,106,4,0.1545788650385594,87.80876295308454,0.05447465938303345,Hot
151,1552,61,3,0.2823133962628899,27.84620656056698,0.00387087306701031,Hot
1373,1548,5,1,0.0856828507751937,29.810895105943157,0.0012583740310077504,Hot
95,1546,61,5,0.10459360349288502,36.72215592496779,0.28492920892626106,Hot
364,1538,52,4,0.1370796105331592,49.03908029193755,0.002449432379713913,Hot
63,1538,51,3,0.03643614694408325,40.87535306176849,1.283477731469441,Hot
234,1538,99,3,0.10545484915474637,33.494462972691736,0.37130517750325104,Hot
75,1512,73,3,0.1369382962962962,33.453179285713894,0.1951900634920635,Hot
865,1512,74,3,0.15116767261904676,31.951058210317452,0.048531954365079365,Hot
1949,1511,51,2,0.1746019119788213,40.463553723362004,0.07864917868960955,Hot
31,1504,76,4,0.08960966023936169,53.29406736303184,0.42690882047872375,Hot
201,1490,51,3,0.15176780738254944,34.41533397852348,0.0006786013422818794,Hot
1932,1490,51,4,0.1074024053691273,39.24364253020135,0.010994644295302013,Hot
74,1489,50,3,0.09939194963062457,33.35562375554035,0.3007352316991269,Hot
96,1482,605,2,0.2860284817813795,37.44010678744941,0.0361548076923077,Hot
6633,1477,1,1,0.14556612796208446,124.31336215301279,0.01921461069735952,Hot
1144,1475,18,3,0.12178511661016922,26.893477299660947,0.0029181125423728815,Hot
14,1474,41,4,0.08386818385345993,58.898570028493914,9.056195875848038,Hot
1783,1474,3,3,0.1551704776119393,119.07550663568516,0.01641975101763908,Hot
2124,1472,32,5,0.13435983288043438,27.091401362092473,0.017455398097826088,Hot
6189,1472,1,1,0.20723667527174053,128.78930676630435,0.0011948335597826087,Hot
220,1470,30,2,0.10967571088435378,33.44684319047621,0.294427105442177,Hot
357,1462,24,17,0.1587549562243492,42.20069359781121,0.016479377564979487,Hot
7327,1455,1,1,0.01437347972508591,148.34297413745713,0.0077836900343642625,Hot
1844,1455,4,3,0.1052713443298969,34.95510342268021,0.270622328522337,Hot
2003,1453,102,2,0.10730798210598763,35.00284431865104,0.3589012243633862,Hot
1317,1452,2,2,0.2977026776859538,28.696999178374664,0.04505129614325067,Hot
53,1452,12,4,0.3078700089531665,144.8044049269973,0.004338258264462809,Hot
1258,1452,2,2,0.11727439393939379,26.883595236914715,0.0024893057851239657,Hot
1562,1450,2,2,0.2884800951724162,88.75267240482759,0.018720288275862047,Hot
1209,1450,7,2,0.07569978827586205,40.84018584275873,0.626264757931034,Hot
1024,1449,1,1,0.21756208626639212,131.05445837129045,0.0007936701173222908,Hot
120,1447,7,4,0.08043914443676577,54.28199779612992,1.755618242570835,Hot
490,1446,7,2,0.16028632641770302,38.72375300414934,0.00084463347164592,Hot
1692,1446,7,3,0.14934755255878193,47.66880618672201,0.0007096770401106502,Hot
169,1446,7,5,0.39930463623789764,73.96515449239274,0.0053724681881051175,Hot
1384,1446,6,2,0.11881017634854767,34.385194914246156,0.21985315421853366,Hot
459,1445,6,4,0.09452280138408313,34.56500082006888,0.37844638823529386,Hot
270,1445,7,4,0.11692791833910028,33.352557406228215,0.2244149114186851,Hot
1331,1444,4,2,0.10710337673130192,33.572914878808966,0.31708498060941825,Hot
