region,requests,avg_cpu,avg_memory,avg_runtime
R1,364210340,0.3733642964207546,311.023935584825,0.11660313626080766
R2,321345210,0.10243730276459309,330.0355411943546,0.009806956736157382
R3,192197138,0.06132162985896009,173.28134935708414,0.0019237110839521346
R4,66769797,0.12588428174698008,46.008939764652574,0.13334761542723755
R5,3448259,0.23477300394471928,40.77673542579709,0.07758445983871792
